

module Memory
2018-03-10T14:44:20.955112+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T14:44:21.324615+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T14:44:21.692639+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T14:44:22.043411+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T14:44:22.463692+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T14:44:22.83485+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T14:44:23.186691+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T14:44:23.580445+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T14:44:23.952526+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-10T14:44:24.655772+09:00 RegisterTest`testNamedRegistersInt() -> Error: Runtime: Error 4061: No such key value in map: "test_nt" in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.J52NTS0B..vdm) at line 495:67
2018-03-10T14:44:25.014209+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-10T14:44:25.370331+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-10T14:44:25.754847+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-10T14:44:26.109442+09:00 InstructionTest`test_reset() -> OK
2018-03-10T14:44:26.512615+09:00 DataTest`test_qword2int() -> OK
2018-03-10T14:44:26.888545+09:00 DataTest`test_dword2int() -> OK
2018-03-10T14:44:27.243773+09:00 DataTest`test_byte2int() -> OK
2018-03-10T14:44:27.616412+09:00 DataTest`test_oid2int() -> OK
2018-03-10T14:44:27.972762+09:00 DataTest`test_oid2float() -> OK
2018-03-10T14:44:28.328239+09:00 DataTest`test_oid2char() -> OK
2018-03-10T14:44:28.724469+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T14:44:29.083874+09:00 BinaryTest`testMask() -> OK
2018-03-10T14:44:29.451526+09:00 BinaryTest`testXor() -> OK
2018-03-10T14:44:29.901251+09:00 BinaryTest`testRshift() -> OK
2018-03-10T14:44:30.264489+09:00 BinaryTest`testLshift() -> OK
2018-03-10T14:44:30.642511+09:00 MemoryTest`test_align() -> OK
2018-03-10T14:44:31.262186+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T14:44:31.823959+09:00 MemoryTest`test_basic_write() -> OK
[MANUALLY RUN ONE TEST MODULE]
2018-03-10T14:44:34.764289+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T14:44:35.167679+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T14:44:35.560757+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T14:44:35.957194+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T14:44:36.363954+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T14:44:36.759415+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T14:44:37.147349+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T14:44:37.537376+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T14:44:37.9645+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T14:44:38.36089+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T14:44:38.798006+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T14:44:39.22507+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-10T14:44:39.951676+09:00 RegisterTest`testNamedRegistersInt() -> Error: Runtime: Error 4061: No such key value in map: "test_nt" in 'Register' (/Users/tomohiro/Desktop/ViennaTalk.app/Contents/Resources/VDMPad-spec-.WFCNPJ1E..vdm) at line 495:67
2018-03-10T14:44:40.371704+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-10T14:44:40.781636+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-10T14:44:41.184336+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-10T14:45:22.857799+09:00 module RegisterTest
2018-03-10T14:45:29.482428+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T14:45:30.017547+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T14:45:30.459856+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T14:45:30.966911+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T14:45:31.471363+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T14:45:32.002164+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
[MANUALLY RUN ONE TEST MODULE]
2018-03-10T14:45:35.618215+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T14:45:36.171701+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T14:45:36.731231+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T14:45:37.271977+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T14:45:37.826694+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T14:45:38.410584+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T14:45:38.991896+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T14:45:39.558699+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T14:45:40.119294+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T14:45:40.679984+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T14:45:41.24994+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T14:45:41.866824+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-10T14:45:42.464174+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-10T14:45:43.042667+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-10T14:45:43.610151+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-10T14:45:44.208236+09:00 RegisterTest`testNamedRegistersPointer() -> OK
[MANUALLY RUN ALL TESTS]
2018-03-10T14:45:56.246109+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T14:45:56.829288+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T14:45:57.3757+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T14:45:57.90138+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T14:45:58.410006+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T14:45:58.987533+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T14:45:59.518629+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T14:46:00.089394+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T14:46:00.644984+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T14:46:01.141532+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T14:46:01.754519+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T14:46:02.311092+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-10T14:46:02.875922+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-10T14:46:03.360609+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-10T14:46:03.827463+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-10T14:46:04.286045+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-10T14:46:04.69648+09:00 InstructionTest`test_reset() -> OK
2018-03-10T14:46:05.089387+09:00 DataTest`test_qword2int() -> OK
2018-03-10T14:46:05.499558+09:00 DataTest`test_dword2int() -> OK
2018-03-10T14:46:05.939498+09:00 DataTest`test_byte2int() -> OK
2018-03-10T14:46:06.339082+09:00 DataTest`test_oid2int() -> OK
2018-03-10T14:46:06.811844+09:00 DataTest`test_oid2float() -> OK
2018-03-10T14:46:07.566446+09:00 DataTest`test_oid2char() -> OK
2018-03-10T14:46:07.977281+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T14:46:08.411878+09:00 BinaryTest`testMask() -> OK
2018-03-10T14:46:08.883333+09:00 BinaryTest`testXor() -> OK
2018-03-10T14:46:09.323547+09:00 BinaryTest`testRshift() -> OK
2018-03-10T14:46:09.77231+09:00 BinaryTest`testLshift() -> OK
2018-03-10T14:46:10.200402+09:00 MemoryTest`test_align() -> OK
2018-03-10T14:46:11.005537+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T14:46:11.632967+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T14:46:12.259092+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T14:46:12.885985+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T14:46:13.541795+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T14:46:14.155211+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T14:46:14.762862+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T14:46:15.275583+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T14:46:15.758437+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T14:46:49.055871+09:00 module Register
2018-03-10T14:46:55.082882+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T14:46:55.444585+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T14:46:55.849188+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T14:46:56.231568+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T14:46:56.593905+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T14:46:56.988758+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T14:46:57.341661+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T14:46:57.721923+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T14:46:58.07856+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T14:46:58.443493+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T14:46:58.895688+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T14:46:59.257012+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-10T14:46:59.631191+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-10T14:46:59.999054+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-10T14:47:00.366385+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-10T14:47:00.74042+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-10T14:47:01.099624+09:00 InstructionTest`test_reset() -> OK
2018-03-10T14:47:01.455133+09:00 DataTest`test_qword2int() -> OK
2018-03-10T14:47:01.902802+09:00 DataTest`test_dword2int() -> OK
2018-03-10T14:47:02.25942+09:00 DataTest`test_byte2int() -> OK
2018-03-10T14:47:02.627672+09:00 DataTest`test_oid2int() -> OK
2018-03-10T14:47:02.994712+09:00 DataTest`test_oid2float() -> OK
2018-03-10T14:47:03.359986+09:00 DataTest`test_oid2char() -> OK
2018-03-10T14:47:03.728864+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T14:47:04.092936+09:00 BinaryTest`testMask() -> OK
2018-03-10T14:47:04.465847+09:00 BinaryTest`testXor() -> OK
2018-03-10T14:47:04.919078+09:00 BinaryTest`testRshift() -> OK
2018-03-10T14:47:05.283176+09:00 BinaryTest`testLshift() -> OK
2018-03-10T14:47:05.662621+09:00 MemoryTest`test_align() -> OK
2018-03-10T14:47:06.200439+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T14:47:06.788749+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T14:47:07.331581+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T14:47:08.093146+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T14:47:09.446907+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T14:47:11.062624+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T14:47:12.084471+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T14:47:12.590376+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T14:47:13.665528+09:00 MemoryTest`test_read_write_slot() -> OK
[MANUALLY RUN ALL TESTS]
2018-03-10T17:22:59.795799+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T17:23:00.194834+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T17:23:00.615279+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T17:23:01.001991+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T17:23:01.408838+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T17:23:01.788336+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T17:23:02.174451+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T17:23:02.590988+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T17:23:02.989793+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T17:23:03.411321+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T17:23:03.823533+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T17:23:04.258372+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-10T17:23:04.705311+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-10T17:23:05.099372+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-10T17:23:05.51196+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-10T17:23:05.904273+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-10T17:23:06.327768+09:00 InstructionTest`test_reset() -> OK
2018-03-10T17:23:06.842132+09:00 DataTest`test_qword2int() -> OK
2018-03-10T17:23:07.275695+09:00 DataTest`test_dword2int() -> OK
2018-03-10T17:23:07.716915+09:00 DataTest`test_byte2int() -> OK
2018-03-10T17:23:08.121038+09:00 DataTest`test_oid2int() -> OK
2018-03-10T17:23:08.556622+09:00 DataTest`test_oid2float() -> OK
2018-03-10T17:23:09.044921+09:00 DataTest`test_oid2char() -> OK
2018-03-10T17:23:09.456483+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T17:23:09.86056+09:00 BinaryTest`testMask() -> OK
2018-03-10T17:23:10.267026+09:00 BinaryTest`testXor() -> OK
2018-03-10T17:23:10.73736+09:00 BinaryTest`testRshift() -> OK
2018-03-10T17:23:11.331047+09:00 BinaryTest`testLshift() -> OK
2018-03-10T17:23:11.840982+09:00 MemoryTest`test_align() -> OK
2018-03-10T17:23:12.484727+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T17:23:13.129126+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T17:23:13.73686+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T17:23:14.544835+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T17:23:15.195913+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T17:23:15.809373+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T17:23:16.426979+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T17:23:16.983385+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T17:23:17.497193+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T17:28:13.049192+09:00 module Binary
2018-03-10T17:28:20.981074+09:00 BinaryTest`testMask() -> OK
2018-03-10T17:28:21.590313+09:00 BinaryTest`testXor() -> OK
2018-03-10T17:28:22.014708+09:00 BinaryTest`testRshift() -> OK
2018-03-10T17:28:22.526383+09:00 BinaryTest`testLshift() -> OK
2018-03-10T17:28:22.961824+09:00 DataTest`test_qword2int() -> OK
2018-03-10T17:28:23.397619+09:00 DataTest`test_dword2int() -> OK
2018-03-10T17:28:24.068424+09:00 DataTest`test_byte2int() -> OK
2018-03-10T17:28:24.381819+09:00 DataTest`test_oid2int() -> OK
2018-03-10T17:28:24.714514+09:00 DataTest`test_oid2float() -> OK
2018-03-10T17:28:25.07649+09:00 DataTest`test_oid2char() -> OK
2018-03-10T17:28:25.508703+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T17:28:25.842541+09:00 InstructionTest`test_reset() -> OK
2018-03-10T17:28:26.215502+09:00 MemoryTest`test_align() -> OK
2018-03-10T17:28:26.996759+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T17:28:27.714128+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T17:28:28.215527+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T17:28:28.737643+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T17:28:29.199401+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T17:28:29.759628+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T17:28:30.275226+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T17:28:30.688358+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T17:28:31.025969+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T17:28:31.311798+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T17:28:31.640033+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T17:28:31.958616+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T17:28:32.285437+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T17:28:32.600738+09:00 RegisterTest`testBoxAndReadPointer() -> OK
2018-03-10T17:28:33.045773+09:00 RegisterTest`testWriteBoxedIntAndUbox() -> OK
2018-03-10T17:28:33.378855+09:00 RegisterTest`testWriteBoxedFloatAndUbox() -> OK
2018-03-10T17:28:33.699266+09:00 RegisterTest`testWriteBoxedCharAndUnbox() -> OK
2018-03-10T17:28:34.016777+09:00 RegisterTest`testWriteBoxedPointerAndUnbox() -> OK
2018-03-10T17:28:34.465171+09:00 RegisterTest`testWriteInvalidOopAndUnbox() -> OK
2018-03-10T17:28:34.785658+09:00 RegisterTest`testReferenceCount() -> OK
2018-03-10T17:28:35.095107+09:00 RegisterTest`testNamedRegistersOid() -> OK
2018-03-10T17:28:35.435585+09:00 RegisterTest`testNamedRegistersInt() -> OK
2018-03-10T17:28:35.752879+09:00 RegisterTest`testNamedRegistersFloat() -> OK
2018-03-10T17:28:36.015779+09:00 RegisterTest`testNamedRegistersChar() -> OK
2018-03-10T17:28:36.355105+09:00 RegisterTest`testNamedRegistersPointer() -> OK
2018-03-10T17:38:19.455233+09:00 module InstructionTest
2018-03-10T17:38:38.69636+09:00 module InstructionTest
2018-03-10T17:38:42.115671+09:00 InstructionTest`test_reset() -> OK
2018-03-10T17:38:42.431037+09:00 BinaryTest`testMask() -> OK
2018-03-10T17:38:42.688493+09:00 BinaryTest`testXor() -> OK
2018-03-10T17:38:42.91546+09:00 BinaryTest`testRshift() -> OK
2018-03-10T17:38:43.189693+09:00 BinaryTest`testLshift() -> OK
2018-03-10T17:38:43.453237+09:00 DataTest`test_qword2int() -> OK
2018-03-10T17:38:43.673743+09:00 DataTest`test_dword2int() -> OK
2018-03-10T17:38:43.904209+09:00 DataTest`test_byte2int() -> OK
2018-03-10T17:38:44.125204+09:00 DataTest`test_oid2int() -> OK
2018-03-10T17:38:44.373709+09:00 DataTest`test_oid2float() -> OK
2018-03-10T17:38:44.598709+09:00 DataTest`test_oid2char() -> OK
2018-03-10T17:38:44.848636+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T17:38:45.119751+09:00 MemoryTest`test_align() -> OK
2018-03-10T17:38:45.611198+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T17:38:46.048747+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T17:38:46.427931+09:00 module InstructionTest
2018-03-10T17:38:49.391904+09:00 InstructionTest`test_reset() -> OK
2018-03-10T17:38:49.694851+09:00 BinaryTest`testMask() -> OK
2018-03-10T17:38:49.969153+09:00 BinaryTest`testXor() -> OK
2018-03-10T17:38:50.227667+09:00 BinaryTest`testRshift() -> OK
2018-03-10T17:38:50.469939+09:00 BinaryTest`testLshift() -> OK
2018-03-10T17:38:50.713125+09:00 DataTest`test_qword2int() -> OK
2018-03-10T17:38:50.924013+09:00 DataTest`test_dword2int() -> OK
2018-03-10T17:38:51.145557+09:00 DataTest`test_byte2int() -> OK
2018-03-10T17:38:51.382766+09:00 DataTest`test_oid2int() -> OK
2018-03-10T17:38:51.60851+09:00 DataTest`test_oid2float() -> OK
2018-03-10T17:38:51.827704+09:00 DataTest`test_oid2char() -> OK
2018-03-10T17:38:52.094546+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T17:38:52.321581+09:00 MemoryTest`test_align() -> OK
2018-03-10T17:38:52.7388+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T17:38:53.162679+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T17:38:53.579768+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T17:38:53.977635+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T17:38:54.280121+09:00 module InstructionTest
2018-03-10T17:38:54.41786+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T17:38:57.554806+09:00 InstructionTest`test_reset() -> OK
2018-03-10T17:38:57.822248+09:00 BinaryTest`testMask() -> OK
2018-03-10T17:38:58.034708+09:00 BinaryTest`testXor() -> OK
2018-03-10T17:38:58.259547+09:00 BinaryTest`testRshift() -> OK
2018-03-10T17:38:58.490891+09:00 BinaryTest`testLshift() -> OK
2018-03-10T17:38:58.701276+09:00 DataTest`test_qword2int() -> OK
2018-03-10T17:38:58.924281+09:00 DataTest`test_dword2int() -> OK
2018-03-10T17:38:59.143846+09:00 DataTest`test_byte2int() -> OK
2018-03-10T17:38:59.39352+09:00 DataTest`test_oid2int() -> OK
2018-03-10T17:38:59.607073+09:00 DataTest`test_oid2float() -> OK
2018-03-10T17:38:59.857304+09:00 DataTest`test_oid2char() -> OK
2018-03-10T17:39:00.070738+09:00 DataTest`test_oid2pointer() -> OK
2018-03-10T17:39:00.323305+09:00 MemoryTest`test_align() -> OK
2018-03-10T17:39:00.706809+09:00 MemoryTest`test_basic_read() -> OK
2018-03-10T17:39:01.140614+09:00 MemoryTest`test_basic_write() -> OK
2018-03-10T17:39:01.602719+09:00 MemoryTest`test_basic_read_dword() -> OK
2018-03-10T17:39:02.102748+09:00 MemoryTest`test_basic_write_dword() -> OK
2018-03-10T17:39:02.517834+09:00 MemoryTest`test_basic_read_byte() -> OK
2018-03-10T17:39:02.991329+09:00 MemoryTest`test_basic_write_byte() -> OK
2018-03-10T17:39:03.411573+09:00 MemoryTest`test_allocate_free() -> OK
2018-03-10T17:39:03.828208+09:00 MemoryTest`test_referenceCount() -> OK
2018-03-10T17:39:04.396031+09:00 MemoryTest`test_read_write_slot() -> OK
2018-03-10T17:39:04.641767+09:00 RegisterTest`testWriteAndReadDifferentRegister() -> OK
2018-03-10T17:39:04.938326+09:00 RegisterTest`testBoxAndReadInt() -> OK
2018-03-10T17:39:05.158648+09:00 RegisterTest`testBoxAndReadFloat() -> OK
2018-03-10T17:39:05.406514+09:00 RegisterTest`testBoxAndReadChar() -> OK
2018-03-10T17:39:05.634713+09:00 RegisterTest`testBoxAndReadPointer() -> OK
